1|192.168.1.1|232.223033905
1|192.168.1.1|63.8611316681
1|192.168.1.1|111.886978149
1|192.168.1.1|99.8899936676
1|192.168.1.1|99.8730659485
1|192.168.1.1|99.8749732971
1|192.168.1.1|95.8759784698
1|192.168.1.1|99.8780727386
1|192.168.1.1|99.8780727386
1|192.168.1.1|99.8830795288
1|192.168.1.1|107.872009277
1|192.168.1.1|95.8728790283
1|192.168.1.1|99.8849868774
1|192.168.1.1|95.8878993988
1|192.168.1.1|99.8470783234
1|192.168.1.1|99.869966507
1|192.168.1.1|99.8709201813
1|192.168.1.1|103.867053986
1|192.168.1.1|99.8661518097
1|192.168.1.1|99.8570919037
1|192.168.1.1|99.8859405518
1|192.168.1.1|99.8799800873
1|192.168.1.1|99.8730659485
1|192.168.1.1|99.8799800873
1|192.168.1.1|99.8828411102
1|192.168.1.1|103.851079941
1|192.168.1.1|95.88098526
1|192.168.1.1|99.8849868774
1|192.168.1.1|99.8740196228
1|192.168.1.1|99.8830795288
1|192.168.1.1|99.8718738556
1|192.168.1.1|99.8702049255
1|192.168.1.1|99.8690128326
1|192.168.1.1|99.8899936676
1|192.168.1.1|99.8427867889
1|192.168.1.1|99.8861789703
1|192.168.1.1|95.8681106567
1|192.168.1.1|103.871822357
1|192.168.1.1|95.8869457245
1|192.168.1.1|103.862047195
1|192.168.1.1|103.868961334
1|192.168.1.1|91.8769836426
1|192.168.1.1|103.893041611
1|192.168.1.1|95.8399772644
1|192.168.1.1|99.8752117157
1|192.168.1.1|99.8539924622
1|192.168.1.1|99.8780727386
1|192.168.1.1|107.867002487
1|192.168.1.1|95.8821773529
1|192.168.1.1|103.857040405
1|192.168.1.1|95.9320068359
1|192.168.1.1|95.8769321442
1|192.168.1.1|103.883981705
1|192.168.1.1|95.8819389343
1|192.168.1.1|103.887081146
1|192.168.1.1|99.8649597168
1|192.168.1.1|95.8728790283
1|192.168.1.1|99.8690128326
1|192.168.1.1|103.879928589
1|192.168.1.1|95.8888530731
1|192.168.1.1|103.875875473
1|192.168.1.1|99.8740196228
1|192.168.1.1|99.8780727386
1|192.168.1.1|99.8768806458
1|192.168.1.1|95.8740711212
1|192.168.1.1|107.86485672
1|192.168.1.1|95.8921909332
1|192.168.1.1|99.8678207397
1|192.168.1.1|99.8849868774
1|192.168.1.1|95.8750247955
1|192.168.1.1|103.876113892
1|192.168.1.1|99.8861789703
1|192.168.1.1|99.8549461365
1|192.168.1.1|95.8671569824
1|192.168.1.1|99.8680591583
1|192.168.1.1|103.873968124
1|192.168.1.1|99.8649597168
1|192.168.1.1|99.8811721802
1|192.168.1.1|95.88098526
1|192.168.1.1|99.8640060425
1|192.168.1.1|115.845918655
1|192.168.1.1|87.8880023956
1|192.168.1.1|95.8697795868
1|192.168.1.1|103.86800766
1|192.168.1.1|95.8800315857
1|192.168.1.1|99.8809337616
1|192.168.1.1|99.8690128326
1|192.168.1.1|99.8811721802
1|192.168.1.1|103.87802124
1|192.168.1.1|99.9019145966
1|192.168.1.1|99.8430252075
1|192.168.1.1|95.8640575409
1|192.168.1.1|99.8868942261
1|192.168.1.1|99.8768806458
1|192.168.1.1|99.8938083649
1|192.168.1.1|103.87802124
1|192.168.1.1|107.867956161
1|192.168.1.1|87.9049301147
1|192.168.1.1|103.846073151
1|192.168.1.1|95.8731174469
1|192.168.1.1|99.87616539
1|192.168.1.1|99.879026413
1|192.168.1.1|99.8721122742
1|192.168.1.1|107.886075974
1|192.168.1.1|91.864824295
1|192.168.1.1|99.888086319
1|192.168.1.1|99.9000072479
1|192.168.1.1|99.8709201813
1|192.168.1.1|99.8928546906
1|192.168.1.1|99.8749732971
1|192.168.1.1|107.885122299
1|192.168.1.1|91.8610095978
1|192.168.1.1|99.8899936676
1|192.168.1.1|99.879026413
1|192.168.1.1|103.888988495
1|192.168.1.1|99.8859405518
1|192.168.1.1|99.8809337616
1|192.168.1.1|95.8821773529
1|192.168.1.1|103.881120682
1|192.168.1.1|103.911161423
1|192.168.1.1|95.8380699158
1|192.168.1.1|103.87802124
1|192.168.1.1|91.8681621552
1|192.168.1.1|99.8890399933
1|192.168.1.1|99.888086319
1|192.168.1.1|103.885889053
1|192.168.1.1|95.8428382874
1|192.168.1.1|107.890129089
1|192.168.1.1|91.8579101562
1|192.168.1.1|99.8530387878
1|192.168.1.1|103.86800766
1|192.168.1.1|99.8818874359
1|192.168.1.1|95.8759784698
1|192.168.1.1|99.8919010162
1|192.168.1.1|103.877067566
1|192.168.1.1|95.88098526
1|192.168.1.1|95.8840847015
1|192.168.1.1|103.881120682
1|192.168.1.1|99.8959541321
1|192.168.1.1|107.857942581
1|192.168.1.1|95.8771705627
1|192.168.1.1|103.871822357
