1|190.190.247.1|27.293920517
1|190.190.247.1|20.4119682312
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|34.7249507904
1|190.190.247.1|22.1390724182
1|190.190.247.1|22.8228569031
1|190.190.247.1|22.6030349731
1|190.190.247.1|20.3518867493
1|190.190.247.1|TIME_OUT
1|190.190.247.1|26.2780189514
1|190.190.247.1|21.6062068939
1|190.190.247.1|22.9439735413
1|190.190.247.1|22.2589969635
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|20.5209255219
1|190.190.247.1|20.3211307526
1|190.190.247.1|TIME_OUT
1|190.190.247.1|26.0238647461
1|190.190.247.1|TIME_OUT
1|190.190.247.1|24.3451595306
1|190.190.247.1|26.9830226898
1|190.190.247.1|TIME_OUT
1|190.190.247.1|37.122964859
1|190.190.247.1|22.794008255
1|190.190.247.1|29.4380187988
1|190.190.247.1|TIME_OUT
1|190.190.247.1|51.6982078552
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|23.3600139618
1|190.190.247.1|21.675825119
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|23.3919620514
1|190.190.247.1|21.2659835815
1|190.190.247.1|20.4491615295
1|190.190.247.1|20.9240913391
1|190.190.247.1|22.6190090179
1|190.190.247.1|27.5559425354
1|190.190.247.1|21.1410522461
1|190.190.247.1|TIME_OUT
1|190.190.247.1|24.8320102692
1|190.190.247.1|TIME_OUT
1|190.190.247.1|24.6589183807
1|190.190.247.1|21.1861133575
1|190.190.247.1|19.2840099335
1|190.190.247.1|TIME_OUT
1|190.190.247.1|44.2008972168
1|190.190.247.1|21.2090015411
1|190.190.247.1|21.420955658
1|190.190.247.1|21.5060710907
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|30.8887958527
1|190.190.247.1|21.7130184174
1|190.190.247.1|TIME_OUT
1|190.190.247.1|22.9048728943
1|190.190.247.1|21.6338634491
1|190.190.247.1|TIME_OUT
1|190.190.247.1|26.3159275055
1|190.190.247.1|TIME_OUT
1|190.190.247.1|22.2170352936
1|190.190.247.1|21.6360092163
1|190.190.247.1|22.7160453796
1|190.190.247.1|22.528886795
1|190.190.247.1|22.3820209503
1|190.190.247.1|21.3289260864
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|34.3790054321
1|190.190.247.1|25.2060890198
1|190.190.247.1|20.1389789581
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|21.7299461365
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|24.0950584412
1|190.190.247.1|TIME_OUT
1|190.190.247.1|20.6160545349
1|190.190.247.1|22.1381187439
1|190.190.247.1|21.2190151215
1|190.190.247.1|21.9449996948
1|190.190.247.1|22.1841335297
1|190.190.247.1|22.0639705658
1|190.190.247.1|23.6990451813
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|23.2927799225
1|190.190.247.1|21.1601257324
1|190.190.247.1|22.0990180969
1|190.190.247.1|22.1660137177
1|190.190.247.1|25.906085968
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|23.9980220795
1|190.190.247.1|22.2818851471
1|190.190.247.1|50.0259399414
1|190.190.247.1|23.1640338898
1|190.190.247.1|23.136138916
1|190.190.247.1|TIME_OUT
1|190.190.247.1|21.7299461365
1|190.190.247.1|33.5721969604
1|190.190.247.1|TIME_OUT
1|190.190.247.1|21.8558311462
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|33.6410999298
1|190.190.247.1|34.4169139862
1|190.190.247.1|22.5911140442
1|190.190.247.1|30.9019088745
1|190.190.247.1|41.7630672455
1|190.190.247.1|22.6230621338
1|190.190.247.1|21.9988822937
1|190.190.247.1|22.2480297089
1|190.190.247.1|22.4838256836
1|190.190.247.1|23.8709449768
1|190.190.247.1|20.574092865
1|190.190.247.1|22.9508876801
1|190.190.247.1|24.5220661163
1|190.190.247.1|23.6020088196
1|190.190.247.1|41.8038368225
1|190.190.247.1|21.1040973663
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|TIME_OUT
1|190.190.247.1|25.0828266144
1|190.190.247.1|20.0841426849
1|190.190.247.1|22.3820209503
1|190.190.247.1|24.5628356934
1|190.190.247.1|23.0009555817
