1|192.168.1.1|167.27399826
1|192.168.1.1|75.8678913116
1|192.168.1.1|103.883981705
1|192.168.1.1|87.856054306
1|192.168.1.1|107.897996902
1|192.168.1.1|111.934900284
1|192.168.1.1|79.705953598
1|192.168.1.1|107.894897461
1|192.168.1.1|107.882976532
1|192.168.1.1|83.8868618011
1|192.168.1.1|115.886926651
1|192.168.1.1|99.8890399933
1|192.168.1.1|95.850944519
1|192.168.1.1|103.892087936
1|192.168.1.1|99.8430252075
1|192.168.1.1|99.8759269714
1|192.168.1.1|99.8678207397
1|192.168.1.1|104.905128479
1|192.168.1.1|206.68387413
1|192.168.1.1|83.8809013367
1|192.168.1.1|87.8620147705
1|192.168.1.1|115.890979767
1|192.168.1.1|91.8669700623
1|192.168.1.1|99.8849868774
1|192.168.1.1|103.883981705
1|192.168.1.1|103.861093521
1|192.168.1.1|91.8860435486
1|192.168.1.1|103.900909424
1|192.168.1.1|95.8290100098
1|192.168.1.1|111.889839172
1|192.168.1.1|87.8648757935
1|192.168.1.1|99.888086319
1|192.168.1.1|95.8778858185
1|192.168.1.1|103.886127472
1|192.168.1.1|107.889890671
1|192.168.1.1|91.8889045715
1|192.168.1.1|103.875160217
1|192.168.1.1|95.8831310272
1|192.168.1.1|95.88098526
1|192.168.1.1|111.890077591
1|192.168.1.1|95.8597660065
1|192.168.1.1|95.88098526
1|192.168.1.1|99.8749732971
1|192.168.1.1|99.8730659485
1|192.168.1.1|103.874921799
1|192.168.1.1|95.8850383759
1|192.168.1.1|103.911161423
1|192.168.1.1|99.8270511627
1|192.168.1.1|95.8871841431
1|192.168.1.1|99.8890399933
1|192.168.1.1|99.8959541321
1|192.168.1.1|99.8890399933
1|192.168.1.1|103.86300087
1|192.168.1.1|99.8799800873
1|192.168.1.1|99.8802185059
1|192.168.1.1|99.8859405518
1|192.168.1.1|199.873924255
1|192.168.1.1|99.879026413
1|192.168.1.1|99.8749732971
1|192.168.1.1|95.8859920502
1|192.168.1.1|99.8802185059
1|192.168.1.1|103.878974915
1|192.168.1.1|91.8982028961
1|192.168.1.1|99.8640060425
1|192.168.1.1|103.889942169
1|192.168.1.1|99.8740196228
1|192.168.1.1|99.8809337616
1|192.168.1.1|103.874921799
1|192.168.1.1|99.8718738556
1|192.168.1.1|99.8899936676
1|192.168.1.1|99.8668670654
1|192.168.1.1|95.8881378174
