1|192.168.0.1|382.061958313
1|192.168.0.1|59.9229335785
1|192.168.0.1|51.8960952759
1|192.168.0.1|39.8681163788
1|192.168.0.1|43.9190864563
1|192.168.0.1|47.8758811951
1|192.168.0.1|39.9069786072
1|192.168.0.1|43.9112186432
1|192.168.0.1|59.947013855
1|192.168.0.1|71.8491077423
1|192.168.0.1|59.9100589752
1|192.168.0.1|47.8920936584
1|192.168.0.1|55.8922290802
1|192.168.0.1|47.8489398956
1|192.168.0.1|63.9200210571
1|192.168.0.1|59.8931312561
1|192.168.0.1|83.888053894
1|192.168.0.1|67.8780078888
1|192.168.0.1|91.8798446655
1|192.168.0.1|60.0099563599
1|192.168.0.1|67.7700042725
1|192.168.0.1|75.875043869
1|192.168.0.1|59.8740577698
1|192.168.0.1|43.927192688
1|192.168.0.1|80.0368785858
1|192.168.0.1|43.6940193176
1|192.168.0.1|67.9099559784
1|192.168.0.1|75.8900642395
1|192.168.0.1|55.8841228485
1|192.168.0.1|71.8929767609
1|192.168.0.1|55.8879375458
1|192.168.0.1|59.8628520966
1|192.168.0.1|63.8780593872
1|192.168.0.1|71.90990448
1|192.168.0.1|71.8867778778
1|192.168.0.1|43.8549518585
1|192.168.0.1|47.7609634399
1|192.168.0.1|79.8809528351
1|192.168.0.1|51.8698692322
1|192.168.0.1|71.9518661499
1|192.168.0.1|55.8748245239
1|192.168.0.1|71.8829631805
1|192.168.0.1|67.9090023041
1|192.168.0.1|71.8991756439
1|192.168.0.1|107.865095139
1|192.168.0.1|107.895851135
1|192.168.0.1|96.0102081299
1|192.168.0.1|87.7430438995
1|192.168.0.1|75.8819580078
1|192.168.0.1|95.8750247955
1|192.168.0.1|79.9021720886
1|192.168.0.1|59.8769187927
1|192.168.0.1|76.0059356689
1|192.168.0.1|95.7539081573
1|192.168.0.1|75.8910179138
1|192.168.0.1|83.8708877563
1|192.168.0.1|83.8911533356
1|192.168.0.1|80.1517963409
1|192.168.0.1|91.6321277618
1|192.168.0.1|79.8919200897
1|192.168.0.1|95.8700180054
1|192.168.0.1|87.8901481628
1|192.168.0.1|71.8879699707
1|192.168.0.1|83.890914917
1|192.168.0.1|63.8680458069
1|192.168.0.1|55.920124054
1|192.168.0.1|79.9469947815
1|192.168.0.1|95.8249568939
